barrio,año,mes,superficie,comuna
SAAVEDRA,2015,Jul,1285,12
SAAVEDRA,2015,Ago,1220,12
SAAVEDRA,2015,Sep,384,12
SAAVEDRA,2015,Oct,983,12
SAAVEDRA,2015,Nov,522,12
SAAVEDRA,2015,Dic,712,12
SAAVEDRA,2016,Ene,564,12
SAAVEDRA,2016,Feb,642,12
SAAVEDRA,2016,Mar,1030,12
SAAVEDRA,2016,Abr,1022,12
SAAVEDRA,2016,May,1136,12
SAAVEDRA,2016,Jun,1178,12
SAAVEDRA,2016,Jul,1134,12
SAAVEDRA,2016,Ago,809,12
SAAVEDRA,2016,Sep,978,12
SAAVEDRA,2016,Oct,666,12
SAAVEDRA,2016,Nov,861,12
SAAVEDRA,2016,Dic,678,12
SAAVEDRA,2017,Ene,1127,12
SAAVEDRA,2017,Feb,793,12
SAAVEDRA,2017,Mar,616,12
SAAVEDRA,2017,Abr,488,12
SAAVEDRA,2017,May,959,12
SAAVEDRA,2017,Jun,1066,12
SAAVEDRA,2017,Jul,559,12
SAAVEDRA,2017,Ago,702,12
SAAVEDRA,2017,Sep,440,12
SAAVEDRA,2017,Oct,884,12
SAAVEDRA,2017,Nov,496,12
SAAVEDRA,2017,Dic,756,12
SAAVEDRA,2018,Ene,655,12
SAAVEDRA,2018,Feb,567,12
SAAVEDRA,2018,Mar,742,12
SAAVEDRA,2018,Abr,718,12
SAAVEDRA,2018,May,1059,12
SAAVEDRA,2018,Jun,1422,12
SAAVEDRA,2018,Jul,736,12
SAAVEDRA,2018,Ago,754,12
SAAVEDRA,2018,Sep,820,12
SAAVEDRA,2018,Oct,1383,12
SAAVEDRA,2018,Nov,905,12
SAAVEDRA,2018,Dic,474,12
SAAVEDRA,2019,Ene,796,12
SAAVEDRA,2019,Feb,573,12
SAAVEDRA,2019,Mar,840,12
SAAVEDRA,2019,Abr,684,12
SAAVEDRA,2019,May,518,12
SAAVEDRA,2019,Jun,598,12
SAAVEDRA,2019,Jul,979,12
SAAVEDRA,2019,Ago,516,12
SAN CRISTOBAL,2013,Jul,1268,3
SAN CRISTOBAL,2013,Ago,1518,3
SAN CRISTOBAL,2013,Sep,1140,3
SAN CRISTOBAL,2013,Oct,1795,3
SAN CRISTOBAL,2013,Nov,1033,3
SAN CRISTOBAL,2013,Dic,1772,3
SAN CRISTOBAL,2014,Ene,979,3
SAN CRISTOBAL,2014,Feb,1794,3
SAN CRISTOBAL,2014,Mar,1947,3
SAN CRISTOBAL,2014,Abr,799,3
SAN CRISTOBAL,2014,May,1205,3
SAN CRISTOBAL,2014,Jun,1945,3
SAN CRISTOBAL,2014,Jul,1548,3
SAN CRISTOBAL,2014,Ago,1526,3
SAN CRISTOBAL,2014,Sep,1289,3
SAN CRISTOBAL,2014,Oct,1177,3
SAN CRISTOBAL,2014,Nov,969,3
SAN CRISTOBAL,2014,Dic,916,3
SAN CRISTOBAL,2015,Ene,621,3
SAN CRISTOBAL,2015,Feb,828,3
SAN CRISTOBAL,2015,Mar,526,3
SAN CRISTOBAL,2015,Abr,1139,3
SAN CRISTOBAL,2015,May,573,3
SAN CRISTOBAL,2015,Jun,731,3
SAN CRISTOBAL,2015,Jul,920,3
SAN CRISTOBAL,2015,Ago,993,3
SAN CRISTOBAL,2015,Sep,480,3
SAN CRISTOBAL,2015,Oct,337,3
SAN CRISTOBAL,2015,Nov,330,3
SAN CRISTOBAL,2015,Dic,523,3
SAN CRISTOBAL,2016,Ene,287,3
SAN CRISTOBAL,2016,Feb,471,3
SAN CRISTOBAL,2016,Mar,539,3
SAN CRISTOBAL,2016,Abr,548,3
SAN CRISTOBAL,2016,May,506,3
SAN CRISTOBAL,2016,Jun,60,3
SAN CRISTOBAL,2016,Jul,435,3
SAN CRISTOBAL,2016,Ago,209,3
SAN CRISTOBAL,2016,Sep,240,3
SAN CRISTOBAL,2016,Oct,680,3
SAN CRISTOBAL,2016,Nov,957,3
SAN CRISTOBAL,2016,Dic,384,3
SAN CRISTOBAL,2017,Ene,469,3
SAN CRISTOBAL,2017,Feb,371,3
SAN CRISTOBAL,2017,Mar,447,3
SAN CRISTOBAL,2017,Abr,461,3
SAN CRISTOBAL,2017,May,635,3
SAN CRISTOBAL,2017,Jun,424,3
SAN CRISTOBAL,2017,Jul,369,3
SAN CRISTOBAL,2017,Ago,275,3
SAN CRISTOBAL,2017,Sep,348,3
SAN CRISTOBAL,2017,Oct,679,3
SAN CRISTOBAL,2017,Nov,564,3
SAN CRISTOBAL,2017,Dic,733,3
SAN CRISTOBAL,2018,Ene,434,3
SAN CRISTOBAL,2018,Feb,462,3
SAN CRISTOBAL,2018,Mar,532,3
SAN CRISTOBAL,2018,Abr,592,3
SAN CRISTOBAL,2018,May,390,3
SAN CRISTOBAL,2018,Jun,608,3
SAN CRISTOBAL,2018,Jul,770,3
SAN CRISTOBAL,2018,Ago,758,3
SAN CRISTOBAL,2018,Sep,617,3
SAN CRISTOBAL,2018,Oct,965,3
SAN CRISTOBAL,2018,Nov,822,3
SAN CRISTOBAL,2018,Dic,589,3
SAN CRISTOBAL,2019,Ene,620,3
SAN CRISTOBAL,2019,Feb,653,3
SAN CRISTOBAL,2019,Mar,876,3
SAN CRISTOBAL,2019,Abr,1070,3
SAN CRISTOBAL,2019,May,869,3
SAN CRISTOBAL,2019,Jun,503,3
SAN CRISTOBAL,2019,Jul,891,3
SAN CRISTOBAL,2019,Ago,629,3
SAN NICOLAS,2013,Jul,3120,1
SAN NICOLAS,2013,Ago,1727,1
SAN NICOLAS,2013,Sep,2011,1
SAN NICOLAS,2013,Oct,2379,1
SAN NICOLAS,2013,Nov,1702,1
SAN NICOLAS,2013,Dic,2110,1
SAN NICOLAS,2014,Ene,1665,1
SAN NICOLAS,2014,Feb,2141,1
SAN NICOLAS,2014,Mar,1723,1
SAN NICOLAS,2014,Abr,689,1
SAN NICOLAS,2014,May,1689,1
SAN NICOLAS,2014,Jun,2149,1
SAN NICOLAS,2014,Jul,2061,1
SAN NICOLAS,2014,Ago,1829,1
SAN NICOLAS,2014,Sep,1893,1
SAN NICOLAS,2014,Oct,1539,1
SAN NICOLAS,2014,Nov,1908,1
SAN NICOLAS,2014,Dic,1313,1
SAN NICOLAS,2015,Ene,1049,1
SAN NICOLAS,2015,Feb,673,1
SAN NICOLAS,2015,Mar,1190,1
SAN NICOLAS,2015,Abr,1101,1
SAN NICOLAS,2015,May,1779,1
SAN NICOLAS,2015,Jun,2689,1
SAN NICOLAS,2015,Jul,1934,1
SAN NICOLAS,2015,Ago,2575,1
SAN NICOLAS,2015,Sep,1043,1
SAN NICOLAS,2015,Oct,742,1
SAN NICOLAS,2015,Nov,1216,1
SAN NICOLAS,2015,Dic,948,1
SAN NICOLAS,2016,Ene,1238,1
SAN NICOLAS,2016,Feb,546,1
SAN NICOLAS,2016,Mar,1538,1
SAN NICOLAS,2016,Abr,1246,1
SAN NICOLAS,2016,May,971,1
SAN NICOLAS,2016,Jun,1385,1
SAN NICOLAS,2016,Jul,1150,1
SAN NICOLAS,2016,Ago,1394,1
SAN NICOLAS,2016,Sep,783,1
SAN NICOLAS,2016,Oct,1709,1
SAN NICOLAS,2016,Nov,1427,1
SAN NICOLAS,2016,Dic,1611,1
SAN NICOLAS,2017,Ene,828,1
SAN NICOLAS,2017,Feb,1225,1
SAN NICOLAS,2017,Mar,1915,1
SAN NICOLAS,2017,Abr,1804,1
SAN NICOLAS,2017,May,1973,1
SAN NICOLAS,2017,Jun,1981,1
SAN NICOLAS,2017,Jul,1096,1
SAN NICOLAS,2017,Ago,1024,1
SAN NICOLAS,2017,Sep,1115,1
SAN NICOLAS,2017,Oct,1141,1
SAN NICOLAS,2017,Nov,919,1
SAN NICOLAS,2017,Dic,848,1
SAN NICOLAS,2018,Ene,1421,1
SAN NICOLAS,2018,Feb,736,1
SAN NICOLAS,2018,Mar,1462,1
SAN NICOLAS,2018,Abr,873,1
SAN NICOLAS,2018,May,815,1
SAN NICOLAS,2018,Jun,1122,1
SAN NICOLAS,2018,Jul,1507,1
SAN NICOLAS,2018,Ago,1541,1
SAN NICOLAS,2018,Sep,789,1
SAN NICOLAS,2018,Oct,1794,1
SAN NICOLAS,2018,Nov,1478,1
SAN NICOLAS,2018,Dic,1302,1
SAN NICOLAS,2019,Ene,1140,1
SAN NICOLAS,2019,Feb,1114,1
SAN NICOLAS,2019,Mar,1993,1
SAN NICOLAS,2019,Abr,1432,1
SAN NICOLAS,2019,May,1791,1
SAN NICOLAS,2019,Jun,1389,1
SAN NICOLAS,2019,Jul,1352,1
SAN NICOLAS,2019,Ago,1660,1
SAN TELMO,2013,Jul,1109,1
SAN TELMO,2013,Ago,1350,1
SAN TELMO,2013,Sep,990,1
SAN TELMO,2013,Oct,1561,1
SAN TELMO,2013,Nov,1003,1
SAN TELMO,2013,Dic,675,1
SAN TELMO,2014,Ene,680,1
SAN TELMO,2014,Feb,665,1
SAN TELMO,2014,Mar,899,1
SAN TELMO,2014,Abr,696,1
SAN TELMO,2014,May,906,1
SAN TELMO,2014,Jun,657,1
SAN TELMO,2014,Jul,771,1
SAN TELMO,2014,Ago,653,1
SAN TELMO,2014,Sep,669,1
SAN TELMO,2014,Oct,1073,1
SAN TELMO,2014,Nov,700,1
SAN TELMO,2014,Dic,189,1
SAN TELMO,2015,Ene,251,1
SAN TELMO,2015,Feb,265,1
SAN TELMO,2015,Mar,302,1
SAN TELMO,2015,Abr,207,1
SAN TELMO,2015,May,1022,1
SAN TELMO,2015,Jun,816,1
SAN TELMO,2015,Jul,946,1
SAN TELMO,2015,Ago,795,1
SAN TELMO,2015,Sep,607,1
SAN TELMO,2015,Oct,383,1
SAN TELMO,2015,Nov,776,1
SAN TELMO,2015,Dic,268,1
SAN TELMO,2016,Ene,582,1
SAN TELMO,2016,Feb,578,1
SAN TELMO,2016,Mar,642,1
SAN TELMO,2016,Abr,616,1
SAN TELMO,2016,May,787,1
SAN TELMO,2016,Jun,921,1
SAN TELMO,2016,Jul,370,1
SAN TELMO,2016,Ago,756,1
SAN TELMO,2016,Sep,836,1
SAN TELMO,2016,Oct,575,1
SAN TELMO,2016,Nov,495,1
SAN TELMO,2016,Dic,774,1
SAN TELMO,2017,Ene,614,1
SAN TELMO,2017,Feb,436,1
SAN TELMO,2017,Mar,1155,1
SAN TELMO,2017,Abr,372,1
SAN TELMO,2017,May,462,1
SAN TELMO,2017,Jun,357,1
SAN TELMO,2017,Jul,359,1
SAN TELMO,2017,Ago,460,1
SAN TELMO,2017,Sep,462,1
SAN TELMO,2017,Oct,516,1
SAN TELMO,2017,Nov,457,1
SAN TELMO,2017,Dic,261,1
SAN TELMO,2018,Ene,260,1
SAN TELMO,2018,Feb,454,1
SAN TELMO,2018,Mar,321,1
SAN TELMO,2018,Abr,183,1
SAN TELMO,2018,May,553,1
SAN TELMO,2018,Jun,262,1
SAN TELMO,2018,Jul,753,1
SAN TELMO,2018,Ago,588,1
SAN TELMO,2018,Sep,546,1
SAN TELMO,2018,Oct,957,1
SAN TELMO,2018,Nov,772,1
SAN TELMO,2018,Dic,362,1
SAN TELMO,2019,Ene,612,1
SAN TELMO,2019,Feb,468,1
SAN TELMO,2019,Mar,574,1
SAN TELMO,2019,Abr,473,1
SAN TELMO,2019,May,673,1
SAN TELMO,2019,Jun,550,1
SAN TELMO,2019,Jul,663,1
SAN TELMO,2019,Ago,410,1
VELEZ SARSFIELD,2013,Jul,410,10
VELEZ SARSFIELD,2013,Ago,247,10
VELEZ SARSFIELD,2013,Sep,718,10
VELEZ SARSFIELD,2013,Oct,659,10
VELEZ SARSFIELD,2013,Nov,329,10
VELEZ SARSFIELD,2013,Dic,904,10
VELEZ SARSFIELD,2014,Ene,693,10
VELEZ SARSFIELD,2014,Feb,620,10
VELEZ SARSFIELD,2014,Mar,190,10
VELEZ SARSFIELD,2014,Abr,36,10
VELEZ SARSFIELD,2014,May,563,10
VELEZ SARSFIELD,2014,Jun,607,10
VELEZ SARSFIELD,2014,Jul,354,10
VELEZ SARSFIELD,2014,Ago,679,10
VELEZ SARSFIELD,2014,Sep,294,10
VELEZ SARSFIELD,2014,Oct,1262,10
VELEZ SARSFIELD,2014,Nov,856,10
VELEZ SARSFIELD,2014,Dic,389,10
VELEZ SARSFIELD,2015,Ene,667,10
VELEZ SARSFIELD,2015,Feb,205,10
VELEZ SARSFIELD,2015,Mar,474,10
VELEZ SARSFIELD,2015,Abr,251,10
VELEZ SARSFIELD,2015,May,509,10
VELEZ SARSFIELD,2015,Jun,737,10
VELEZ SARSFIELD,2015,Jul,599,10
VELEZ SARSFIELD,2015,Ago,695,10
VELEZ SARSFIELD,2015,Sep,306,10
VELEZ SARSFIELD,2015,Oct,329,10
VELEZ SARSFIELD,2015,Nov,288,10
VELEZ SARSFIELD,2015,Dic,146,10
VELEZ SARSFIELD,2016,Ene,411,10
VELEZ SARSFIELD,2016,Feb,34,10
VELEZ SARSFIELD,2016,Mar,378,10
VELEZ SARSFIELD,2016,Abr,514,10
VELEZ SARSFIELD,2016,May,194,10
VELEZ SARSFIELD,2016,Jun,285,10
VELEZ SARSFIELD,2016,Jul,525,10
VELEZ SARSFIELD,2016,Ago,265,10
VELEZ SARSFIELD,2016,Sep,286,10
VELEZ SARSFIELD,2016,Oct,308,10
VELEZ SARSFIELD,2016,Nov,241,10
VELEZ SARSFIELD,2016,Dic,297,10
VELEZ SARSFIELD,2017,Ene,666,10
VELEZ SARSFIELD,2017,Feb,150,10
VELEZ SARSFIELD,2017,Mar,653,10
VELEZ SARSFIELD,2017,Abr,513,10
VELEZ SARSFIELD,2017,May,142,10
VELEZ SARSFIELD,2017,Jun,322,10
VELEZ SARSFIELD,2017,Jul,326,10
VELEZ SARSFIELD,2017,Ago,79,10
VELEZ SARSFIELD,2017,Sep,200,10
VELEZ SARSFIELD,2017,Oct,150,10
VELEZ SARSFIELD,2017,Nov,633,10
VELEZ SARSFIELD,2017,Dic,297,10
VELEZ SARSFIELD,2018,Ene,283,10
VELEZ SARSFIELD,2018,Feb,126,10
VELEZ SARSFIELD,2018,Mar,399,10
VELEZ SARSFIELD,2018,Abr,319,10
VELEZ SARSFIELD,2018,May,221,10
VELEZ SARSFIELD,2018,Jun,363,10
VELEZ SARSFIELD,2018,Jul,563,10
VELEZ SARSFIELD,2018,Ago,336,10
VELEZ SARSFIELD,2018,Sep,402,10
VELEZ SARSFIELD,2018,Oct,604,10
VELEZ SARSFIELD,2018,Nov,778,10
VELEZ SARSFIELD,2018,Dic,266,10
VELEZ SARSFIELD,2019,Ene,634,10
VELEZ SARSFIELD,2019,Feb,526,10
VELEZ SARSFIELD,2019,Mar,566,10
VELEZ SARSFIELD,2019,Abr,816,10
VELEZ SARSFIELD,2019,May,483,10
VELEZ SARSFIELD,2019,Jun,433,10
VELEZ SARSFIELD,2019,Jul,556,10
VELEZ SARSFIELD,2019,Ago,231,10
VERSALLES,2013,Jul,88,10
VERSALLES,2013,Ago,278,10
VERSALLES,2013,Sep,50,10
VERSALLES,2013,Oct,205,10
VERSALLES,2013,Nov,0,10
VERSALLES,2013,Dic,292,10
VERSALLES,2014,Ene,241,10
VERSALLES,2014,Feb,161,10
VERSALLES,2014,Mar,192,10
VERSALLES,2014,Abr,224,10
VERSALLES,2014,May,353,10
VERSALLES,2014,Jun,279,10
VERSALLES,2014,Jul,466,10
VERSALLES,2014,Ago,220,10
VERSALLES,2014,Sep,200,10
VERSALLES,2014,Oct,147,10
VERSALLES,2014,Nov,127,10
VERSALLES,2014,Dic,152,10
VERSALLES,2015,Ene,148,10
VERSALLES,2015,Feb,0,10
VERSALLES,2015,Mar,265,10
VERSALLES,2015,Abr,95,10
VERSALLES,2015,May,38,10
VERSALLES,2015,Jun,178,10
VERSALLES,2015,Jul,0,10
VERSALLES,2015,Ago,42,10
VERSALLES,2015,Sep,103,10
VERSALLES,2015,Oct,60,10
VERSALLES,2015,Nov,125,10
VERSALLES,2015,Dic,55,10
VERSALLES,2016,Ene,70,10
VERSALLES,2016,Feb,140,10
VERSALLES,2016,Mar,70,10
VERSALLES,2016,Abr,86,10
VERSALLES,2016,May,56,10
VERSALLES,2016,Jun,106,10
VERSALLES,2016,Jul,210,10
VERSALLES,2016,Ago,186,10
VERSALLES,2016,Sep,36,10
VERSALLES,2016,Oct,136,10
VERSALLES,2016,Nov,232,10
VERSALLES,2016,Dic,75,10
VERSALLES,2017,Ene,40,10
VERSALLES,2017,Feb,52,10
VERSALLES,2017,Mar,65,10
VERSALLES,2017,Abr,103,10
VERSALLES,2017,May,129,10
VERSALLES,2017,Jun,113,10
VERSALLES,2017,Jul,40,10
VERSALLES,2017,Ago,271,10
VERSALLES,2017,Sep,0,10
VERSALLES,2017,Oct,0,10
VERSALLES,2017,Nov,0,10
VERSALLES,2017,Dic,65,10
VERSALLES,2018,Ene,46,10
VERSALLES,2018,Feb,94,10
VERSALLES,2018,Mar,52,10
VERSALLES,2018,Abr,0,10
VERSALLES,2018,May,65,10
VERSALLES,2018,Jun,239,10
VERSALLES,2018,Jul,122,10
VERSALLES,2018,Ago,38,10
VERSALLES,2018,Sep,50,10
VERSALLES,2018,Oct,211,10
VERSALLES,2018,Nov,183,10
VERSALLES,2018,Dic,140,10
VERSALLES,2019,Ene,150,10
VERSALLES,2019,Feb,0,10
VERSALLES,2019,Mar,135,10
VERSALLES,2019,Abr,285,10
VERSALLES,2019,May,282,10
VERSALLES,2019,Jun,115,10
VERSALLES,2019,Jul,40,10
VERSALLES,2019,Ago,105,10
VILLA CRESPO,2013,Jul,4431,15
VILLA CRESPO,2013,Ago,4215,15
VILLA CRESPO,2013,Sep,4353,15
VILLA CRESPO,2013,Oct,5764,15
VILLA CRESPO,2013,Nov,5404,15
VILLA CRESPO,2013,Dic,4935,15
VILLA CRESPO,2014,Ene,4711,15
VILLA CRESPO,2014,Feb,4775,15
VILLA CRESPO,2014,Mar,4826,15
VILLA CRESPO,2014,Abr,2264,15
VILLA CRESPO,2014,May,4902,15
VILLA CRESPO,2014,Jun,4284,15
VILLA CRESPO,2014,Jul,4737,15
VILLA CRESPO,2014,Ago,3874,15
VILLA CRESPO,2014,Sep,4728,15
VILLA CRESPO,2014,Oct,9179,15
VILLA CRESPO,2014,Nov,3927,15
VILLA CRESPO,2014,Dic,3750,15
VILLA CRESPO,2015,Ene,3966,15
VILLA CRESPO,2015,Feb,3357,15
VILLA CRESPO,2015,Mar,3794,15
VILLA CRESPO,2015,Abr,4058,15
VILLA CRESPO,2015,May,3250,15
VILLA CRESPO,2015,Jun,4584,15
VILLA CRESPO,2015,Jul,3516,15
VILLA CRESPO,2015,Ago,3351,15
VILLA CRESPO,2015,Sep,2358,15
VILLA CRESPO,2015,Oct,1574,15
VILLA CRESPO,2015,Nov,1970,15
VILLA CRESPO,2015,Dic,1658,15
VILLA CRESPO,2016,Ene,2712,15
VILLA CRESPO,2016,Feb,2809,15
VILLA CRESPO,2016,Mar,1812,15
VILLA CRESPO,2016,Abr,2444,15
VILLA CRESPO,2016,May,2268,15
VILLA CRESPO,2016,Jun,2294,15
VILLA CRESPO,2016,Jul,3003,15
VILLA CRESPO,2016,Ago,2163,15
VILLA CRESPO,2016,Sep,2662,15
VILLA CRESPO,2016,Oct,2122,15
VILLA CRESPO,2016,Nov,2991,15
VILLA CRESPO,2016,Dic,2897,15
VILLA CRESPO,2017,Ene,1617,15
VILLA CRESPO,2017,Feb,2493,15
VILLA CRESPO,2017,Mar,2244,15
VILLA CRESPO,2017,Abr,1550,15
VILLA CRESPO,2017,May,2318,15
VILLA CRESPO,2017,Jun,1471,15
VILLA CRESPO,2017,Jul,1661,15
VILLA CRESPO,2017,Ago,2513,15
VILLA CRESPO,2017,Sep,1723,15
VILLA CRESPO,2017,Oct,1692,15
VILLA CRESPO,2017,Nov,2849,15
VILLA CRESPO,2017,Dic,1810,15
VILLA CRESPO,2018,Ene,1685,15
VILLA CRESPO,2018,Feb,1436,15
VILLA CRESPO,2018,Mar,2155,15
VILLA CRESPO,2018,Abr,2019,15
VILLA CRESPO,2018,May,1759,15
VILLA CRESPO,2018,Jun,1599,15
VILLA CRESPO,2018,Jul,2438,15
VILLA CRESPO,2018,Ago,2078,15
VILLA CRESPO,2018,Sep,2497,15
VILLA CRESPO,2018,Oct,2008,15
VILLA CRESPO,2018,Nov,3017,15
VILLA CRESPO,2018,Dic,2109,15
VILLA CRESPO,2019,Ene,2255,15
VILLA CRESPO,2019,Feb,1924,15
VILLA CRESPO,2019,Mar,2269,15
VILLA CRESPO,2019,Abr,2929,15
VILLA CRESPO,2019,May,2295,15
VILLA CRESPO,2019,Jun,2360,15
VILLA CRESPO,2019,Jul,2511,15
VILLA CRESPO,2019,Ago,2061,15
VILLA DEL PARQUE,2013,Jul,2616,11
VILLA DEL PARQUE,2013,Ago,1781,11
VILLA DEL PARQUE,2013,Sep,2037,11
VILLA DEL PARQUE,2013,Oct,2655,11
VILLA DEL PARQUE,2013,Nov,2173,11
VILLA DEL PARQUE,2013,Dic,2497,11
VILLA DEL PARQUE,2014,Ene,1588,11
VILLA DEL PARQUE,2014,Feb,2234,11
VILLA DEL PARQUE,2014,Mar,2320,11
VILLA DEL PARQUE,2014,Abr,1886,11
VILLA DEL PARQUE,2014,May,2860,11
VILLA DEL PARQUE,2014,Jun,1864,11
VILLA DEL PARQUE,2014,Jul,2308,11
VILLA DEL PARQUE,2014,Ago,2397,11
VILLA DEL PARQUE,2014,Sep,1989,11
VILLA DEL PARQUE,2014,Oct,2859,11
VILLA DEL PARQUE,2014,Nov,2770,11
VILLA DEL PARQUE,2014,Dic,1756,11
VILLA DEL PARQUE,2015,Ene,1741,11
VILLA DEL PARQUE,2015,Feb,1723,11
VILLA DEL PARQUE,2015,Mar,1778,11
VILLA DEL PARQUE,2015,Abr,1995,11
VILLA DEL PARQUE,2015,May,1756,11
VILLA DEL PARQUE,2015,Jun,1897,11
VILLA DEL PARQUE,2015,Jul,1725,11
VILLA DEL PARQUE,2015,Ago,1994,11
VILLA DEL PARQUE,2015,Sep,962,11
VILLA DEL PARQUE,2015,Oct,1438,11
VILLA DEL PARQUE,2015,Nov,805,11
VILLA DEL PARQUE,2015,Dic,1290,11
VILLA DEL PARQUE,2016,Ene,1066,11
VILLA DEL PARQUE,2016,Feb,1103,11
VILLA DEL PARQUE,2016,Mar,1214,11
VILLA DEL PARQUE,2016,Abr,1182,11
VILLA DEL PARQUE,2016,May,842,11
VILLA DEL PARQUE,2016,Jun,1090,11
VILLA DEL PARQUE,2016,Jul,1707,11
VILLA DEL PARQUE,2016,Ago,1457,11
VILLA DEL PARQUE,2016,Sep,1078,11
VILLA DEL PARQUE,2016,Oct,1515,11
VILLA DEL PARQUE,2016,Nov,1253,11
VILLA DEL PARQUE,2016,Dic,1270,11
VILLA DEL PARQUE,2017,Ene,1300,11
VILLA DEL PARQUE,2017,Feb,1083,11
VILLA DEL PARQUE,2017,Mar,1858,11
VILLA DEL PARQUE,2017,Abr,1091,11
VILLA DEL PARQUE,2017,May,1104,11
VILLA DEL PARQUE,2017,Jun,593,11
VILLA DEL PARQUE,2017,Jul,1702,11
VILLA DEL PARQUE,2017,Ago,834,11
VILLA DEL PARQUE,2017,Sep,939,11
VILLA DEL PARQUE,2017,Oct,848,11
VILLA DEL PARQUE,2017,Nov,1104,11
VILLA DEL PARQUE,2017,Dic,970,11
VILLA DEL PARQUE,2018,Ene,1180,11
VILLA DEL PARQUE,2018,Feb,1235,11
VILLA DEL PARQUE,2018,Mar,1601,11
VILLA DEL PARQUE,2018,Abr,1261,11
VILLA DEL PARQUE,2018,May,954,11
VILLA DEL PARQUE,2018,Jun,868,11
VILLA DEL PARQUE,2018,Jul,1000,11
VILLA DEL PARQUE,2018,Ago,997,11
VILLA DEL PARQUE,2018,Sep,1026,11
VILLA DEL PARQUE,2018,Oct,1703,11
VILLA DEL PARQUE,2018,Nov,1402,11
VILLA DEL PARQUE,2018,Dic,1148,11
VILLA DEL PARQUE,2019,Ene,1286,11
VILLA DEL PARQUE,2019,Feb,1691,11
VILLA DEL PARQUE,2019,Mar,1738,11
VILLA DEL PARQUE,2019,Abr,1284,11
VILLA DEL PARQUE,2019,May,1447,11
VILLA DEL PARQUE,2019,Jun,1093,11
VILLA DEL PARQUE,2019,Jul,1276,11
VILLA DEL PARQUE,2019,Ago,835,11
VILLA DEVOTO,2013,Jul,2450,11
VILLA DEVOTO,2013,Ago,1746,11
VILLA DEVOTO,2013,Sep,2786,11
VILLA DEVOTO,2013,Oct,2805,11
VILLA DEVOTO,2013,Nov,2488,11
VILLA DEVOTO,2013,Dic,2417,11
VILLA DEVOTO,2014,Ene,1939,11
VILLA DEVOTO,2014,Feb,2628,11
VILLA DEVOTO,2014,Mar,2043,11
VILLA DEVOTO,2014,Abr,915,11
VILLA DEVOTO,2014,May,1995,11
VILLA DEVOTO,2014,Jun,2155,11
VILLA DEVOTO,2014,Jul,2816,11
VILLA DEVOTO,2014,Ago,2295,11
VILLA DEVOTO,2014,Sep,1897,11
VILLA DEVOTO,2014,Oct,2613,11
VILLA DEVOTO,2014,Nov,1670,11
VILLA DEVOTO,2014,Dic,1184,11
VILLA DEVOTO,2015,Ene,1079,11
VILLA DEVOTO,2015,Feb,1499,11
VILLA DEVOTO,2015,Mar,1817,11
VILLA DEVOTO,2015,Abr,1187,11
VILLA DEVOTO,2015,May,1312,11
VILLA DEVOTO,2015,Jun,1110,11
VILLA DEVOTO,2015,Jul,2187,11
VILLA DEVOTO,2015,Ago,1575,11
VILLA DEVOTO,2015,Sep,917,11
VILLA DEVOTO,2015,Oct,807,11
VILLA DEVOTO,2015,Nov,1097,11
VILLA DEVOTO,2015,Dic,559,11
VILLA DEVOTO,2016,Ene,1151,11
VILLA DEVOTO,2016,Feb,744,11
VILLA DEVOTO,2016,Mar,546,11
VILLA DEVOTO,2016,Abr,705,11
VILLA DEVOTO,2016,May,1036,11
VILLA DEVOTO,2016,Jun,1274,11
VILLA DEVOTO,2016,Jul,1014,11
VILLA DEVOTO,2016,Ago,1212,11
VILLA DEVOTO,2016,Sep,694,11
VILLA DEVOTO,2016,Oct,974,11
VILLA DEVOTO,2016,Nov,944,11
VILLA DEVOTO,2016,Dic,1322,11
VILLA DEVOTO,2017,Ene,999,11
VILLA DEVOTO,2017,Feb,692,11
VILLA DEVOTO,2017,Mar,1123,11
VILLA DEVOTO,2017,Abr,783,11
VILLA DEVOTO,2017,May,1200,11
VILLA DEVOTO,2017,Jun,891,11
VILLA DEVOTO,2017,Jul,972,11
VILLA DEVOTO,2017,Ago,978,11
VILLA DEVOTO,2017,Sep,444,11
VILLA DEVOTO,2017,Oct,974,11
VILLA DEVOTO,2017,Nov,997,11
VILLA DEVOTO,2017,Dic,1229,11
VILLA DEVOTO,2018,Ene,1136,11
VILLA DEVOTO,2018,Feb,1252,11
VILLA DEVOTO,2018,Mar,1160,11
VILLA DEVOTO,2018,Abr,921,11
VILLA DEVOTO,2018,May,739,11
VILLA DEVOTO,2018,Jun,911,11
VILLA DEVOTO,2018,Jul,913,11
VILLA DEVOTO,2018,Ago,987,11
VILLA DEVOTO,2018,Sep,1327,11
VILLA DEVOTO,2018,Oct,1312,11
VILLA DEVOTO,2018,Nov,1271,11
VILLA DEVOTO,2018,Dic,1098,11
VILLA DEVOTO,2019,Ene,1387,11
VILLA DEVOTO,2019,Feb,1377,11
VILLA DEVOTO,2019,Mar,1679,11
VILLA DEVOTO,2019,Abr,978,11
VILLA DEVOTO,2019,May,2077,11
VILLA DEVOTO,2019,Jun,983,11
VILLA DEVOTO,2019,Jul,1020,11
VILLA DEVOTO,2019,Ago,976,11
VILLA GRAL. MITRE,2013,Jul,596,11
VILLA GRAL. MITRE,2013,Ago,680,11
VILLA GRAL. MITRE,2013,Sep,710,11
